symbol,date,price
SHY,2022/03/25,82.158
SLV,2022/03/25,23.48
SPMV.L,2022/03/25,80.58
TLT,2022/03/25,125.718
UNH,2022/03/25,508.042
URI,2022/03/25,362.484
V,2022/03/25,216.718
VRSK,2022/03/25,206.908
VXX,2022/03/25,25.2
WRK,2022/03/25,46.678
XLB,2022/03/25,87.544
XLC,2022/03/25,68.7
XLE,2022/03/25,76.284
XLF,2022/03/25,38.865
XLI,2022/03/25,102.293
XLK,2022/03/25,156.979
XLP,2022/03/25,73.483
XLU,2022/03/25,71.14
XLV,2022/03/25,134.616
XLY,2022/03/25,182.066
XOM,2022/03/25,82.204
ABBV,2022/03/28,156.031
ACN,2022/03/28,325.802
AEP,2022/03/28,94.323
AIZ,2022/03/28,181.222
ALLE,2022/03/28,112.113
AMAT,2022/03/28,136.641
AMP,2022/03/28,305.893
AMZN,2022/03/28,168.99
AVB,2022/03/28,241.932
AVY,2022/03/28,171.366
AXP,2022/03/28,187.093
BDX,2022/03/28,258.882
BF-B,2022/03/28,66.29
BMY,2022/03/28,70.866
BR,2022/03/28,152.263
CARR,2022/03/28,46.12
CDW,2022/03/28,175.73
CE,2022/03/28,140.408
CHTR,2022/03/28,565.25
CNC,2022/03/28,85.24
CNP,2022/03/28,29.67
COP,2022/03/28,98.68
CTAS,2022/03/28,418.848
CZR,2022/03/28,76.88
DG,2022/03/28,224.229
DPZ,2022/03/28,395.462
DRE,2022/03/28,57.06
DXC,2022/03/28,32.93
EWA,2022/03/28,25.095
EWC,2022/03/28,39.499
EWG,2022/03/28,27.786
EWH,2022/03/28,22.049
EWJ,2022/03/28,61.068
EWL,2022/03/28,47.844
EWQ,2022/03/28,34.034
EWT,2022/03/28,52.048
EWU,2022/03/28,32.456
EWY,2022/03/28,70.031
EWZ,2022/03/28,33.247
FTV,2022/03/28,61.873
GOOG,2022/03/28,141.95
GPC,2022/03/28,125.456
GSG,2022/03/28,22.97
HIG,2022/03/28,71.188
HIGH.L,2022/03/28,5.274
HST,2022/03/28,18.722
HYG,2022/03/28,77.98
IAU,2022/03/28,36.48
ICLN,2022/03/28,20.949
IEAA.L,2022/03/28,5.057
IEF,2022/03/28,104.546
IEFM.L,2022/03/28,759.2
IEMG,2022/03/28,54.226
IEUS,2022/03/28,59.251
IEVL.L,2022/03/28,7.272
IGF,2022/03/28,48.94
INDA,2022/03/28,44.6
IUMO.L,2022/03/28,11.525
IUVL.L,2022/03/28,9.168
IVV,2022/03/28,452.112
IWM,2022/03/28,203.65
IXN,2022/03/28,57.963
JPEA.L,2022/03/28,5.312
JPM,2022/03/28,136.371
KR,2022/03/28,55.836
LQD,2022/03/28,116.721
MCHI,2022/03/28,52.623
META,2022/03/28,223.59
MVEU.L,2022/03/28,53.04
OGN,2022/03/28,34.186
PG,2022/03/28,150.02
PPL,2022/03/28,27.106
PRU,2022/03/28,115.913
PYPL,2022/03/28,116.17
RE,2022/03/28,292.704
REET,2022/03/28,28.512
ROL,2022/03/28,33.997
ROST,2022/03/28,90.661
SEGA.L,2022/03/28,102.874
SHY,2022/03/28,82.079
SLV,2022/03/28,22.93
SPMV.L,2022/03/28,81.11
TLT,2022/03/28,126.793
UNH,2022/03/28,508.21
URI,2022/03/28,362.215
V,2022/03/28,219.04
VRSK,2022/03/28,210.489
VXX,2022/03/28,25.73
WRK,2022/03/28,46.24
XLB,2022/03/28,87.152
XLC,2022/03/28,68.919
XLE,2022/03/28,74.396
XLF,2022/03/28,38.757
XLI,2022/03/28,102.322
XLK,2022/03/28,158.845
XLP,2022/03/28,73.787
XLU,2022/03/28,71.599
XLV,2022/03/28,135.594
XLY,2022/03/28,186.922
XOM,2022/03/28,79.898
ABBV,2022/03/29,156.233
ACN,2022/03/29,335.603
AEP,2022/03/29,95.367
AIZ,2022/03/29,178.893
ALLE,2022/03/29,113.664
AMAT,2022/03/29,140.393
AMP,2022/03/29,306.994
AMZN,2022/03/29,169.315
AVB,2022/03/29,249.936
AVY,2022/03/29,176.699
AXP,2022/03/29,188.316
BDX,2022/03/29,260.456
BF-B,2022/03/29,66.974
BMY,2022/03/29,70.982
BR,2022/03/29,155.281
CARR,2022/03/29,47.291
CDW,2022/03/29,179.348
CE,2022/03/29,142.869
CHTR,2022/03/29,572.33
CNC,2022/03/29,84.93
CNP,2022/03/29,30.08
COP,2022/03/29,96
CTAS,2022/03/29,427.032
CZR,2022/03/29,81.23
DG,2022/03/29,226.429
DPZ,2022/03/29,408.285
DRE,2022/03/29,58.109
DXC,2022/03/29,33.93
EWA,2022/03/29,25.39
EWC,2022/03/29,39.714
EWG,2022/03/29,28.689
EWH,2022/03/29,22.292
EWJ,2022/03/29,62.273
EWL,2022/03/29,48.785
EWQ,2022/03/29,35.264
EWT,2022/03/29,52.658
EWU,2022/03/29,32.718
EWY,2022/03/29,71.631
EWZ,2022/03/29,33.656
FTV,2022/03/29,63.069
GOOG,2022/03/29,143.25
GPC,2022/03/29,128.051
GSG,2022/03/29,23.05
HIG,2022/03/29,72.152
HIGH.L,2022/03/29,5.326
HST,2022/03/29,19.428
HYG,2022/03/29,78.943
IAU,2022/03/29,36.5
ICLN,2022/03/29,21.257
IEAA.L,2022/03/29,5.064
IEF,2022/03/29,105.067
IEFM.L,2022/03/29,781.6
IEMG,2022/03/29,55.143
IEUS,2022/03/29,60.866
IEVL.L,2022/03/29,7.341
IGF,2022/03/29,49.428
INDA,2022/03/29,45.38
IUMO.L,2022/03/29,11.775
IUVL.L,2022/03/29,9.31
IVV,2022/03/29,457.879
IWM,2022/03/29,209.102
IXN,2022/03/29,59.233
JPEA.L,2022/03/29,5.393
JPM,2022/03/29,136.671
KR,2022/03/29,55.239
LQD,2022/03/29,117.704
MCHI,2022/03/29,53.623
META,2022/03/29,229.86
MVEU.L,2022/03/29,53.545
OGN,2022/03/29,34.331
PG,2022/03/29,151.561
PPL,2022/03/29,27.76
PRU,2022/03/29,116.686
PYPL,2022/03/29,121.18
RE,2022/03/29,297.432
REET,2022/03/29,29.297
ROL,2022/03/29,34.718
ROST,2022/03/29,94.611
SEGA.L,2022/03/29,103.352
SHY,2022/03/29,82.118
SLV,2022/03/29,22.91
SPMV.L,2022/03/29,82.21
TLT,2022/03/29,127.751
UNH,2022/03/29,505.764
URI,2022/03/29,364.009
V,2022/03/29,226.332
VRSK,2022/03/29,213.672
VXX,2022/03/29,24.85
WRK,2022/03/29,46.707
XLB,2022/03/29,87.888
XLC,2022/03/29,70.12
XLE,2022/03/29,74.202
XLF,2022/03/29,38.846
XLI,2022/03/29,103.269
XLK,2022/03/29,162.218
XLP,2022/03/29,74.443
XLU,2022/03/29,72.264
XLV,2022/03/29,136.394
XLY,2022/03/29,190.179
XOM,2022/03/29,79.474
ABBV,2022/03/30,157.745
ACN,2022/03/30,333.407
AEP,2022/03/30,96.072
AIZ,2022/03/30,179.742
ALLE,2022/03/30,111.985
AMAT,2022/03/30,134.795
AMP,2022/03/30,305.402
AMZN,2022/03/30,166.301
AVB,2022/03/30,245.34
AVY,2022/03/30,174.655
AXP,2022/03/30,187.152
BDX,2022/03/30,260.282
BF-B,2022/03/30,66.756
BMY,2022/03/30,71.457
BR,2022/03/30,153.664
CARR,2022/03/30,46.789
CDW,2022/03/30,177.227
CE,2022/03/30,141.219
CHTR,2022/03/30,570.12
CNC,2022/03/30,86.36
CNP,2022/03/30,30.061
COP,2022/03/30,96.672
CTAS,2022/03/30,427.527
CZR,2022/03/30,77.53
DG,2022/03/30,225.389
DPZ,2022/03/30,402.597
DRE,2022/03/30,58.515
DXC,2022/03/30,33.1
EWA,2022/03/30,25.409
EWC,2022/03/30,39.782
EWG,2022/03/30,28.32
EWH,2022/03/30,22.37
EWJ,2022/03/30,61.621
EWL,2022/03/30,48.687
EWQ,2022/03/30,35.07
EWT,2022/03/30,52.675
EWU,2022/03/30,32.853
EWY,2022/03/30,70.693
EWZ,2022/03/30,33.549
FTV,2022/03/30,61.923
GOOG,2022/03/30,142.644
GPC,2022/03/30,126.626
GSG,2022/03/30,23.42
HIG,2022/03/30,72.289
HIGH.L,2022/03/30,5.302
HST,2022/03/30,19.565
HYG,2022/03/30,78.704
IAU,2022/03/30,36.76
ICLN,2022/03/30,21.207
IEAA.L,2022/03/30,5.042
IEF,2022/03/30,105.48
IEFM.L,2022/03/30,779.25
IEMG,2022/03/30,54.987
IEUS,2022/03/30,60.458
IEVL.L,2022/03/30,7.317
IGF,2022/03/30,49.701
INDA,2022/03/30,44.87
IUMO.L,2022/03/30,11.76
IUVL.L,2022/03/30,9.32
IVV,2022/03/30,455.035
IWM,2022/03/30,204.904
IXN,2022/03/30,58.429
JPEA.L,2022/03/30,5.397
JPM,2022/03/30,136.052
KR,2022/03/30,55.219
LQD,2022/03/30,117.976
MCHI,2022/03/30,53.73
META,2022/03/30,227.85
MVEU.L,2022/03/30,53.75
OGN,2022/03/30,34.808
PG,2022/03/30,150.518
PPL,2022/03/30,28.014
PRU,2022/03/30,116.145
PYPL,2022/03/30,118.49
RE,2022/03/30,299.535
REET,2022/03/30,29.071
ROL,2022/03/30,35.005
ROST,2022/03/30,91.7
SEGA.L,2022/03/30,103.451
SHY,2022/03/30,82.178
SLV,2022/03/30,22.94
SPMV.L,2022/03/30,82.5
TLT,2022/03/30,128.748
UNH,2022/03/30,515.756
URI,2022/03/30,358.019
V,2022/03/30,222.195
VRSK,2022/03/30,215.831
VXX,2022/03/30,25
WRK,2022/03/30,46.074
XLB,2022/03/30,87.594
XLC,2022/03/30,69.624
XLE,2022/03/30,75.064
XLF,2022/03/30,38.57
XLI,2022/03/30,103.151
XLK,2022/03/30,160.055
XLP,2022/03/30,74.492
XLU,2022/03/30,72.86
XLV,2022/03/30,136.661
XLY,2022/03/30,187.289
XOM,2022/03/30,80.834
ABBV,2022/03/31,156.166
ACN,2022/03/31,332.195
AEP,2022/03/31,96.411
AIZ,2022/03/31,179.406
ALLE,2022/03/31,108.458
AMAT,2022/03/31,130.825
AMP,2022/03/31,295.333
AMZN,2022/03/31,162.998
AVB,2022/03/31,241.854
AVY,2022/03/31,171.83
AXP,2022/03/31,184.43
BDX,2022/03/31,256.816
BF-B,2022/03/31,66.468
BMY,2022/03/31,71.31
BR,2022/03/31,153.535
CARR,2022/03/31,45.117
CDW,2022/03/31,177.296
CE,2022/03/31,139.491
CHTR,2022/03/31,545.52
CNC,2022/03/31,84.19
CNP,2022/03/31,29.924
COP,2022/03/31,95.62
CTAS,2022/03/31,420.976
CZR,2022/03/31,77.36
DG,2022/03/31,220.593
DPZ,2022/03/31,403.33
DRE,2022/03/31,57.476
DXC,2022/03/31,32.63
EWA,2022/03/31,25.152
EWC,2022/03/31,39.342
EWG,2022/03/31,27.553
EWH,2022/03/31,21.942
EWJ,2022/03/31,60.88
EWL,2022/03/31,48.138
EWQ,2022/03/31,34.218
EWT,2022/03/31,52.107
EWU,2022/03/31,32.553
EWY,2022/03/31,70.376
EWZ,2022/03/31,33.611
FTV,2022/03/31,60.727
GOOG,2022/03/31,139.65
GPC,2022/03/31,123.864
GSG,2022/03/31,22.65
HIG,2022/03/31,70.608
HIGH.L,2022/03/31,5.301
HST,2022/03/31,19.074
HYG,2022/03/31,78.419
IAU,2022/03/31,36.83
ICLN,2022/03/31,21.336
IEAA.L,2022/03/31,5.069
IEF,2022/03/31,105.677
IEFM.L,2022/03/31,771.7
IEMG,2022/03/31,54.158
IEUS,2022/03/31,59.397
IEVL.L,2022/03/31,7.225
IGF,2022/03/31,49.613
INDA,2022/03/31,44.57
IUMO.L,2022/03/31,11.742
IUVL.L,2022/03/31,9.205
IVV,2022/03/31,448.024
IWM,2022/03/31,202.741
IXN,2022/03/31,57.585
JPEA.L,2022/03/31,5.395
JPM,2022/03/31,131.966
KR,2022/03/31,56.199
LQD,2022/03/31,117.704
MCHI,2022/03/31,51.82
META,2022/03/31,222.36
MVEU.L,2022/03/31,53.36
OGN,2022/03/31,33.952
PG,2022/03/31,148.968
PPL,2022/03/31,27.877
PRU,2022/03/31,114.089
PYPL,2022/03/31,115.65
RE,2022/03/31,296.252
REET,2022/03/31,28.688
ROL,2022/03/31,34.62
ROST,2022/03/31,89.571
SEGA.L,2022/03/31,103.74
SHY,2022/03/31,82.178
SLV,2022/03/31,22.88
SPMV.L,2022/03/31,82.48
TLT,2022/03/31,129.06
UNH,2022/03/31,505.012
URI,2022/03/31,354.052
V,2022/03/31,220.032
VRSK,2022/03/31,213.503
VXX,2022/03/31,25.7
WRK,2022/03/31,45.772
XLB,2022/03/31,86.427
XLC,2022/03/31,68.303
XLE,2022/03/31,74.047
XLF,2022/03/31,37.685
XLI,2022/03/31,101.563
XLK,2022/03/31,157.684
XLP,2022/03/31,74.316
XLU,2022/03/31,72.782
XLV,2022/03/31,135.328
XLY,2022/03/31,183.695
XOM,2022/03/31,79.686
ABBV,2022/04/01,156.715
ACN,2022/04/01,335.554
AEP,2022/04/01,98.092
AIZ,2022/04/01,182.948
ALLE,2022/04/01,110.177
AMAT,2022/04/01,126.467
AMP,2022/04/01,292.432
AMZN,2022/04/01,163.56
AVB,2022/04/01,247.764
AVY,2022/04/01,172.887
AXP,2022/04/01,184.597
BDX,2022/04/01,259.773
BF-B,2022/04/01,67.292
BMY,2022/04/01,72.082
BR,2022/04/01,154.127
CARR,2022/04/01,45.284
CDW,2022/04/01,176.216
CE,2022/04/01,140.281
CHTR,2022/04/01,561.68
CNC,2022/04/01,85.51
CNP,2022/04/01,30.422
COP,2022/04/01,96.174
CTAS,2022/04/01,419.481
CZR,2022/04/01,76.65
DG,2022/04/01,224.229
DPZ,2022/04/01,393.589
DRE,2022/04/01,58.634
DXC,2022/04/01,31.35
EWA,2022/04/01,25.399
EWC,2022/04/01,39.352
EWG,2022/04/01,27.767
EWH,2022/04/01,22.282
EWJ,2022/04/01,61.196
EWL,2022/04/01,48.54
EWQ,2022/04/01,34.518
EWT,2022/04/01,52.141
EWU,2022/04/01,32.834
EWY,2022/04/01,70.169
EWZ,2022/04/01,34.794
FTV,2022/04/01,60.428
GOOG,2022/04/01,140.7
GPC,2022/04/01,123.775
GSG,2022/04/01,22.61
HIG,2022/04/01,71.326
HIGH.L,2022/04/01,5.303
HST,2022/04/01,19.192
HYG,2022/04/01,78.412
IAU,2022/04/01,36.54
ICLN,2022/04/01,21.455
IEAA.L,2022/04/01,5.065
IEF,2022/04/01,104.989
IEFM.L,2022/04/01,770.75
IEMG,2022/04/01,55.055
IEUS,2022/04/01,59.883
IEVL.L,2022/04/01,7.272
IGF,2022/04/01,50.052
INDA,2022/04/01,45.41
IUMO.L,2022/04/01,11.562
IUVL.L,2022/04/01,9.04
IVV,2022/04/01,449.11
IWM,2022/04/01,205.013
IXN,2022/04/01,57.337
JPEA.L,2022/04/01,5.394
JPM,2022/04/01,130.989
KR,2022/04/01,56.307
LQD,2022/04/01,118.098
MCHI,2022/04/01,53.642
META,2022/04/01,224.85
MVEU.L,2022/04/01,53.59
OGN,2022/04/01,34.166
PG,2022/04/01,151.2
PPL,2022/04/01,28.326
PRU,2022/04/01,114.311
PYPL,2022/04/01,116.67
RE,2022/04/01,301.875
REET,2022/04/01,29.17
ROL,2022/04/01,34.382
ROST,2022/04/01,89.72
SEGA.L,2022/04/01,103.143
SHY,2022/04/01,82.006
SLV,2022/04/01,22.74
SPMV.L,2022/04/01,81.75
TLT,2022/04/01,129.551
UNH,2022/04/01,507.606
URI,2022/04/01,352.846
V,2022/04/01,224.586
VRSK,2022/04/01,212.996
VXX,2022/04/01,25.03
WRK,2022/04/01,45.928
XLB,2022/04/01,87.339
XLC,2022/04/01,68.81
XLE,2022/04/01,74.647
XLF,2022/04/01,37.587
XLI,2022/04/01,100.774
XLK,2022/04/01,157.218
XLP,2022/04/01,75.06
XLU,2022/04/01,73.798
XLV,2022/04/01,136.394
XLY,2022/04/01,183.923
XOM,2022/04/01,80.197
ABBV,2022/04/04,155.954
ACN,2022/04/04,339.327
AEP,2022/04/04,97.261
AIZ,2022/04/04,179.377
ALLE,2022/04/04,109.96
AMAT,2022/04/04,128.482
AMP,2022/04/04,292.55
AMZN,2022/04/04,168.346
AVB,2022/04/04,244.424
AVY,2022/04/04,172.422
AXP,2022/04/04,185.081
BDX,2022/04/04,255.627
BF-B,2022/04/04,66.835
BMY,2022/04/04,72.052
BR,2022/04/04,154.423
CARR,2022/04/04,44.507
CDW,2022/04/04,177.237
CE,2022/04/04,139.988
CHTR,2022/04/04,562
CNC,2022/04/04,84.18
CNP,2022/04/04,30.207
COP,2022/04/04,96.146
CTAS,2022/04/04,424.766
CZR,2022/04/04,80.69
DG,2022/04/04,224.746
DPZ,2022/04/04,400.139
DRE,2022/04/04,58.238
DXC,2022/04/04,31.86
EWA,2022/04/04,25.58
EWC,2022/04/04,39.743
EWG,2022/04/04,27.757
EWH,2022/04/04,22.447
EWJ,2022/04/04,61.69
EWL,2022/04/04,48.814
EWQ,2022/04/04,34.548
EWT,2022/04/04,52.938
EWU,2022/04/04,32.805
EWY,2022/04/04,71.167
EWZ,2022/04/04,35.132
FTV,2022/04/04,60.707
GOOG,2022/04/04,143.642
GPC,2022/04/04,127.068
GSG,2022/04/04,23.14
HIG,2022/04/04,69.831
HIGH.L,2022/04/04,5.321
HST,2022/04/04,19.094
HYG,2022/04/04,79.006
IAU,2022/04/04,36.73
ICLN,2022/04/04,21.891
IEAA.L,2022/04/04,5.079
IEF,2022/04/04,104.92
IEFM.L,2022/04/04,774.65
IEMG,2022/04/04,56.01
IEUS,2022/04/04,60.02
IEVL.L,2022/04/04,7.313
IGF,2022/04/04,49.847
INDA,2022/04/04,46.44
IUMO.L,2022/04/04,11.65
IUVL.L,2022/04/04,9.072
IVV,2022/04/04,453.07
IWM,2022/04/04,205.349
IXN,2022/04/04,58.35
JPEA.L,2022/04/04,5.417
JPM,2022/04/04,131.569
KR,2022/04/04,56.267
LQD,2022/04/04,118.508
MCHI,2022/04/04,55.347
META,2022/04/04,233.89
MVEU.L,2022/04/04,54.04
OGN,2022/04/04,33.748
PG,2022/04/04,150.216
PPL,2022/04/04,28.014
PRU,2022/04/04,112.36
PYPL,2022/04/04,121.86
RE,2022/04/04,292.232
REET,2022/04/04,28.963
ROL,2022/04/04,34.659
ROST,2022/04/04,92.255
SEGA.L,2022/04/04,102.849
SHY,2022/04/04,82.056
SLV,2022/04/04,22.63
SPMV.L,2022/04/04,82.41
TLT,2022/04/04,128.651
UNH,2022/04/04,505.061
URI,2022/04/04,348.759
V,2022/04/04,225.955
VRSK,2022/04/04,215.87
VXX,2022/04/04,24.43
WRK,2022/04/04,45.841
XLB,2022/04/04,87.358
XLC,2022/04/04,70.706
XLE,2022/04/04,74.744
XLF,2022/04/04,37.42
XLI,2022/04/04,100.646
XLK,2022/04/04,160.204
XLP,2022/04/04,74.825
XLU,2022/04/04,73.231
XLV,2022/04/04,135.258
XLY,2022/04/04,188.054
XOM,2022/04/04,80.236
ABBV,2022/04/05,157.437
ACN,2022/04/05,337.702
AEP,2022/04/05,97.899
AIZ,2022/04/05,179.446
ALLE,2022/04/05,108.804
AMAT,2022/04/05,120.809
AMP,2022/04/05,293.543
AMZN,2022/04/05,164.055
AVB,2022/04/05,242.895
AVY,2022/04/05,173.252
AXP,2022/04/05,182.852
BDX,2022/04/05,260.209
BF-B,2022/04/05,67.093
BMY,2022/04/05,72.677
BR,2022/04/05,157.282
CARR,2022/04/05,43.809
CDW,2022/04/05,175.235
CE,2022/04/05,139.149
CHTR,2022/04/05,556.79
CNC,2022/04/05,84.83
CNP,2022/04/05,30.305
COP,2022/04/05,93.755
CTAS,2022/04/05,426.923
CZR,2022/04/05,77.16
DG,2022/04/05,227.815
DPZ,2022/04/05,387.633
DRE,2022/04/05,58.703
DXC,2022/04/05,30.77
EWA,2022/04/05,25.447
EWC,2022/04/05,39.459
EWG,2022/04/05,27.243
EWH,2022/04/05,22.214
EWJ,2022/04/05,60.08
EWL,2022/04/05,48.736
EWQ,2022/04/05,33.686
EWT,2022/04/05,52.277
EWU,2022/04/05,32.853
EWY,2022/04/05,70.011
EWZ,2022/04/05,34.065
FTV,2022/04/05,59.65
GOOG,2022/04/05,141.063
GPC,2022/04/05,124.729
GSG,2022/04/05,22.77
HIG,2022/04/05,70.274
HIGH.L,2022/04/05,5.304
HST,2022/04/05,18.662
HYG,2022/04/05,77.982
IAU,2022/04/05,36.49
ICLN,2022/04/05,21.832
IEAA.L,2022/04/05,5.052
IEF,2022/04/05,103.67
IEFM.L,2022/04/05,766.7
IEMG,2022/04/05,55.035
IEUS,2022/04/05,59.659
IEVL.L,2022/04/05,7.253
IGF,2022/04/05,49.642
INDA,2022/04/05,45.98
IUMO.L,2022/04/05,11.55
IUVL.L,2022/04/05,9.052
IVV,2022/04/05,447.234
IWM,2022/04/05,200.49
IXN,2022/04/05,57.188
JPEA.L,2022/04/05,5.382
JPM,2022/04/05,130.038
KR,2022/04/05,56.473
LQD,2022/04/05,116.431
MCHI,2022/04/05,53.809
META,2022/04/05,231.84
MVEU.L,2022/04/05,54.61
OGN,2022/04/05,34.409
PG,2022/04/05,150.742
PPL,2022/04/05,28.023
PRU,2022/04/05,112.814
PYPL,2022/04/05,117.65
RE,2022/04/05,293.795
REET,2022/04/05,28.806
ROL,2022/04/05,34.422
ROST,2022/04/05,92.235
SEGA.L,2022/04/05,101.282
SHY,2022/04/05,81.908
SLV,2022/04/05,22.36
SPMV.L,2022/04/05,82.94
TLT,2022/04/05,125.744
UNH,2022/04/05,512.726
URI,2022/04/05,341.104
V,2022/04/05,224.318
VRSK,2022/04/05,218.258
VXX,2022/04/05,24.81
WRK,2022/04/05,45.51
XLB,2022/04/05,86.662
XLC,2022/04/05,69.803
XLE,2022/04/05,73.572
XLF,2022/04/05,37.184
XLI,2022/04/05,99.216
XLK,2022/04/05,156.83
XLP,2022/04/05,74.894
XLU,2022/04/05,73.691
XLV,2022/04/05,135.545
XLY,2022/04/05,183.645
XOM,2022/04/05,79.821
ABBV,2022/04/06,162.716
ACN,2022/04/06,335.18
AEP,2022/04/06,100.972
AIZ,2022/04/06,182.1
ALLE,2022/04/06,105.682
AMAT,2022/04/06,118.447
AMP,2022/04/06,287.368
AMZN,2022/04/06,158.756
AVB,2022/04/06,248.261
AVY,2022/04/06,172.146
AXP,2022/04/06,181.185
BDX,2022/04/06,267.838
BF-B,2022/04/06,67.797
BMY,2022/04/06,73.566
BR,2022/04/06,157.371
CARR,2022/04/06,43.16
CDW,2022/04/06,174.809
CE,2022/04/06,137.118
CHTR,2022/04/06,561.26
CNC,2022/04/06,87.12
CNP,2022/04/06,31.028
COP,2022/04/06,93.267
CTAS,2022/04/06,426.676
CZR,2022/04/06,72.01
DG,2022/04/06,237.39
DPZ,2022/04/06,387.564
DRE,2022/04/06,59.96
DXC,2022/04/06,30.4
EWA,2022/04/06,25.275
EWC,2022/04/06,39.039
EWG,2022/04/06,26.777
EWH,2022/04/06,21.932
EWJ,2022/04/06,59.18
EWL,2022/04/06,48.206
EWQ,2022/04/06,33.017
EWT,2022/04/06,51.59
EWU,2022/04/06,32.892
EWY,2022/04/06,69.151
EWZ,2022/04/06,33.487
FTV,2022/04/06,59.082
GOOG,2022/04/06,137.176
GPC,2022/04/06,125.426
GSG,2022/04/06,22.42
HIG,2022/04/06,70.726
HIGH.L,2022/04/06,5.269
HST,2022/04/06,17.985
HYG,2022/04/06,77.37
IAU,2022/04/06,36.58
ICLN,2022/04/06,21.574
IEAA.L,2022/04/06,5.045
IEF,2022/04/06,103.306
IEFM.L,2022/04/06,752
IEMG,2022/04/06,54.363
IEUS,2022/04/06,58.346
IEVL.L,2022/04/06,7.204
IGF,2022/04/06,49.944
INDA,2022/04/06,45.58
IUMO.L,2022/04/06,11.205
IUVL.L,2022/04/06,8.91
IVV,2022/04/06,442.889
IWM,2022/04/06,197.645
IXN,2022/04/06,55.66
JPEA.L,2022/04/06,5.318
JPM,2022/04/06,128.234
KR,2022/04/06,57.531
LQD,2022/04/06,115.748
MCHI,2022/04/06,52.927
META,2022/04/06,223.3
MVEU.L,2022/04/06,54.22
OGN,2022/04/06,35.187
PG,2022/04/06,152.896
PPL,2022/04/06,28.687
PRU,2022/04/06,112.698
PYPL,2022/04/06,112.49
RE,2022/04/06,292.477
REET,2022/04/06,29.003
ROL,2022/04/06,34.56
ROST,2022/04/06,93.265
SEGA.L,2022/04/06,101.064
SHY,2022/04/06,81.967
SLV,2022/04/06,22.57
SPMV.L,2022/04/06,82.05
TLT,2022/04/06,124.726
UNH,2022/04/06,526.58
URI,2022/04/06,324.409
V,2022/04/06,217.294
VRSK,2022/04/06,219.093
VXX,2022/04/06,24.38
WRK,2022/04/06,45.364
XLB,2022/04/06,85.662
XLC,2022/04/06,68.502
XLE,2022/04/06,74.008
XLF,2022/04/06,36.928
XLI,2022/04/06,98.446
XLK,2022/04/06,153.12
XLP,2022/04/06,75.843
XLU,2022/04/06,75.157
XLV,2022/04/06,137.61
XLY,2022/04/06,178.958
XOM,2022/04/06,80.709
ABBV,2022/04/07,166.926
ACN,2022/04/07,336.667
AEP,2022/04/07,99.889
AIZ,2022/04/07,183.264
ALLE,2022/04/07,107.144
AMAT,2022/04/07,121.494
AMP,2022/04/07,284.458
AMZN,2022/04/07,157.784
AVB,2022/04/07,242.798
AVY,2022/04/07,171.603
AXP,2022/04/07,180.394
BDX,2022/04/07,270.679
BF-B,2022/04/07,67.778
BMY,2022/04/07,75.441
BR,2022/04/07,156.641
CARR,2022/04/07,42.973
CDW,2022/04/07,175.74
CE,2022/04/07,137.792
CHTR,2022/04/07,552.48
CNC,2022/04/07,88.56
CNP,2022/04/07,31.262
COP,2022/04/07,95.581
CTAS,2022/04/07,429.734
CZR,2022/04/07,70.56
DG,2022/04/07,240.062
DPZ,2022/04/07,393.807
DRE,2022/04/07,59.752
DXC,2022/04/07,30.41
EWA,2022/04/07,25.247
EWC,2022/04/07,38.931
EWG,2022/04/07,26.786
EWH,2022/04/07,21.777
EWJ,2022/04/07,58.973
EWL,2022/04/07,48.697
EWQ,2022/04/07,33.153
EWT,2022/04/07,50.878
EWU,2022/04/07,33.037
EWY,2022/04/07,68.717
EWZ,2022/04/07,33.576
FTV,2022/04/07,59.551
GOOG,2022/04/07,136.465
GPC,2022/04/07,126.989
GSG,2022/04/07,22.36
HIG,2022/04/07,71.237
HIGH.L,2022/04/07,5.258
HST,2022/04/07,17.622
HYG,2022/04/07,77.245
IAU,2022/04/07,36.7
ICLN,2022/04/07,21.316
IEAA.L,2022/04/07,5.029
IEF,2022/04/07,103.05
IEFM.L,2022/04/07,750.7
IEMG,2022/04/07,53.944
IEUS,2022/04/07,58.686
IEVL.L,2022/04/07,7.169
IGF,2022/04/07,49.984
INDA,2022/04/07,45.51
IUMO.L,2022/04/07,11.188
IUVL.L,2022/04/07,8.858
IVV,2022/04/07,445.081
IWM,2022/04/07,197.003
IXN,2022/04/07,55.709
JPEA.L,2022/04/07,5.3
JPM,2022/04/07,127.844
KR,2022/04/07,58.658
LQD,2022/04/07,115.212
MCHI,2022/04/07,51.996
META,2022/04/07,222.95
MVEU.L,2022/04/07,54.46
OGN,2022/04/07,35.187
PG,2022/04/07,154.876
PPL,2022/04/07,28.433
PRU,2022/04/07,110.69
PYPL,2022/04/07,113.04
RE,2022/04/07,291.494
REET,2022/04/07,28.806
ROL,2022/04/07,35.104
ROST,2022/04/07,94.413
SEGA.L,2022/04/07,100.974
SHY,2022/04/07,82.026
SLV,2022/04/07,22.7
SPMV.L,2022/04/07,82.26
TLT,2022/04/07,123.787
UNH,2022/04/07,531.729
URI,2022/04/07,319.874
V,2022/04/07,214.456
VRSK,2022/04/07,219.064
VXX,2022/04/07,24.05
WRK,2022/04/07,45.062
XLB,2022/04/07,86.221
XLC,2022/04/07,67.906
